,state,city,status
9155,PA,MONROVILLE,1
9156,PA,MONTGOMERYVILLE,57
9157,PA,MONTOURSVILLE,3
9158,PA,MOON TOWNSHIP,3028
9159,PA,MOON TWP,104
9160,PA,MOON TWP.,63
9161,PA,MOONTOWNSHIP,2
9162,PA,MOOSIC,4
9163,PA,MORGANTOWN,35
9164,PA,MORRISVILLE,45
9165,PA,MOUNT CARMEL,8
9166,PA,MOUNT GRETNA,1
9167,PA,MOUNT JOY,20
9168,PA,MOUNT PLEASANT,1
9169,PA,MOUNTAIN TOP,3
9170,PA,MOUNTVILLE,1
9171,PA,MT. GRETNA,2
9172,PA,MT. HOLLY SPRINGS,3
9173,PA,MT. PLEASANT,1
9174,PA,MUNCY,1
9175,PA,MUNHALL,2
9176,PA,MURRYSVILLE,73
9177,PA,MYERSTOWN,13
9178,PA,N EWTOWN,1
9179,PA,NANTICOKE,1
9180,PA,NARBERTH,14
9181,PA,NARBETH,2
9182,PA,NAZARETH,72
9183,PA,NEW BLOOMFIELD,1
9184,PA,NEW BRIGHTON,2
9185,PA,NEW BRITAIN,4
9186,PA,NEW CASTLE,41
9187,PA,NEW COLUMBIA,10
9188,PA,NEW HOLLAND,11
9189,PA,NEW HOPE,62
9190,PA,NEW KENSINGTON,10
9191,PA,NEW MILFORD,7
9192,PA,NEW OXFORD,1
9193,PA,NEW STANTON,2
9194,PA,NEW TOWN,87
9195,PA,NEW WILMINGTON,1
9196,PA,NEW YORK,2
9197,PA,NEWPORTVILLE,1
9198,PA,NEWTON,20
9199,PA,NEWTON SQUARE,2
9200,PA,NEWTOWN,3246
9201,PA,NEWTOWN SQUARE,1950
9202,PA,"NEWTOWN,",1
9203,PA,NORRISTOWN,73
9204,PA,NORRITON,3
9205,PA,NORTH EAST,5
9206,PA,"NORTH EAST, PA",1
9207,PA,NORTH HUNTINGDON,1
9208,PA,NORTH SPRINGFIELD,1
9209,PA,NORTH VERSAILLES,3
9210,PA,NORTH VERSALES,1
9211,PA,NORTH WALES,646
9212,PA,NORTHAMPTON,4
9213,PA,NORTHUMBERLAND,1
9214,PA,NORWOOD,1
9215,PA,NOTTINGHAM,1
9216,PA,OAKDALE,24
9217,PA,OAKMONT,3
9218,PA,OAKS,98
9219,PA,OLYPHANT,8
9220,PA,ORELAND,1
9221,PA,P.O. BOX 563,1
9222,PA,PALM,1
9223,PA,PALMERTON,2
9224,PA,PALMYRA,3
9225,PA,PAOLI,32
9226,PA,PARADISE,1
9227,PA,PEN ARGYL,1
9228,PA,PENNDEL,2
9229,PA,PERKASIE,3
9230,PA,PERKIOMENVILLE,1
9231,PA,PHILA,1
9232,PA,PHILADELHPIA,1
9233,PA,PHILADELPHA,1
9234,PA,PHILADELPHI,1
9235,PA,PHILADELPHIA,66728
9236,PA,PHILADELPHIS,1
9237,PA,PHILADELPIA,4
9238,PA,PHILADELPIHA,3
9239,PA,PHILADEPHIA,5
9240,PA,PHILADEPLHIA,2
9241,PA,PHILDELPHIA,2
9242,PA,PHILIDELPHIA,1
9243,PA,PHILLADELPHIA,1
9244,PA,PHOENIXVILLE,49
9245,PA,PIITSBURGH,1
9246,PA,PINE GROVE,4
9247,PA,PIPERSVILLE,1
9248,PA,PISCATAWAY,1
9249,PA,PITSBURGH,1
9250,PA,PITSSBURGH,15
9251,PA,PITTBURGHH,1
9252,PA,PITTSBURG,16
9253,PA,PITTSBURGH,11914
9254,PA,"PITTSBURGH,",3
9255,PA,"PITTSBURGH, PA",3
9256,PA,PITTSBURH,1
9257,PA,PITTSTON,6
9258,PA,PLEASANT HILLS,1
9259,PA,PLHILADELPHIA,1
9260,PA,PLUM,3
9261,PA,PLYMOUTH,1
9262,PA,PLYMOUTH MEETING,681
9263,PA,POCONO PINES,1
9264,PA,PORT MATILDA,4
9265,PA,POTTSTOWN,5
9266,PA,POTTSVILLE,2
9267,PA,PRINCETON,2
9268,PA,PRINCETON JUNCTION,2
9269,PA,PROSPECT PARK,1
9270,PA,PUNXSUTAWNEY,3
9271,PA,QUAKERTOWN,19
9272,PA,RADNOR,299
9273,PA,READING,190
9274,PA,REVOSE,1
9275,PA,RHEEMS,1
9276,PA,RICHBORO,2
9277,PA,RIMERSBURG,1
9278,PA,ROCKLAND,2
9279,PA,ROCKVILLE,1
9280,PA,ROMANSVILL,1
9281,PA,ROMANSVILLE,13
9282,PA,ROYERSFORD,14
9283,PA,RYE BROOK,1
9284,PA,SAEGERTOWN,1
9285,PA,SAINT THOMAS,1
9286,PA,SAN ANTONIO,1
9287,PA,SAXONBURG,2
9288,PA,SAYER,1
9289,PA,SAYLORSBURG,4
9290,PA,SAYRE,219
9291,PA,SCHNECKSVILLE,3
9292,PA,SCHUYLKILL HAVEN,1
9293,PA,SCHYLKILL HAVEN,1
9294,PA,SCOTLAND,1
9295,PA,SCOTT TOWNSHIP,2
9296,PA,SCRANTON,488
9297,PA,SECANE,1
9298,PA,SELINSGROVE,18
9299,PA,SELLERSVILLE,5
9300,PA,SENECA,1
9301,PA,SEVEN FIELDS,5
9302,PA,SEWICKLEY,25
9303,PA,SHADY GROVE,20
9304,PA,SHARON,20
9305,PA,SHARON HILL,7
9306,PA,SHARPSBURG,1
9307,PA,SHARPSVILLE,6
9308,PA,SHIPPENSBURG,99
9309,PA,SHIPPENVILLE,5
9310,PA,SINKING SPRING,1
9311,PA,SKIPPACK,6
9312,PA,SLIPPERY ROCK,22
9313,PA,SOMERSET,25
9314,PA,SOUDERTON,41
9315,PA,SOUTH PARK,3
9316,PA,SOUTH PLAINFIELD,1
9317,PA,SOUTHAMPTON,17
9318,PA,SPINNERSTOWN,2
9319,PA,SPRING CITY,5
9320,PA,SPRING GROVE,5
9321,PA,SPRING HOSUE,1
9322,PA,SPRING HOUSE,57
9323,PA,SPRINGFIELD,27
9324,PA,ST. DAVIDS,2
9325,PA,ST. MARY'S,2
9326,PA,ST. MARYS,3
9327,PA,ST. THOMAS,1
9328,PA,STATE COLLEGE,153
9329,PA,STERLING,1
9330,PA,STOWE,2
9331,PA,STRASBURG,2
9332,PA,STROUDSBURG,7
9333,PA,STROUSBURG,2
9334,PA,SUNBURY,11
9335,PA,SWARTHMORE,33
9336,PA,SWIFTWATER,16
9337,PA,TAMAQUA,5
9338,PA,TANNERSVILLE,3
9339,PA,TARENTUM,2
9340,PA,TAYLOR,1
9341,PA,TELFORD,15
9342,PA,TEMPLE,4
9343,PA,TERRE HILL,2
9344,PA,THOMPSON,2
9345,PA,TIPTON,2
9346,PA,TITUSVILLE,4
9347,PA,TOBYHANNA,2
9348,PA,TOUGHKENAMON,2
9349,PA,TOWANDA,2
9350,PA,TRANSFER,1
9351,PA,TREVOSE,234
9352,PA,TROOPER,2
9353,PA,TRUMBAUERSVLLE,1
9354,PA,TURLE CREEK,1
9355,PA,TURTLE CREEK,12
9356,PA,UNIONTOWN,32
9357,PA,UNIVERSITY PARK,1058
9358,PA,UPLAND,110
9359,PA,UPPER CHICHESTER,1
9360,PA,UPPER DARBY,19
9361,PA,UWCHLAND,1
9362,PA,VALLEY FORGE,28
9363,PA,VANDERGRIFT,1
9364,PA,VERONA,5
9365,PA,VILLANOVA,41
9366,PA,W CONSHOHOCKEN,2
9367,PA,W. CONSHOHOCKEN,7
9368,PA,W. MIDDLESEX,1
9369,PA,WALLINGFORD,1
9370,PA,WARMINSTER,195
9371,PA,WARMINTER,1
9372,PA,WARREN,11
9373,PA,WARRENDALE,66
9374,PA,WARRINGTON,24
9375,PA,WASHINGTON,72
9376,PA,WAVERLY,1
9377,PA,WAWA,1
9378,PA,WAYNE,1285
9379,PA,WAYNESBORO,5
9380,PA,WAYNESBURG,9
9381,PA,WEISSPORT,1
9382,PA,WELLSBORO,4
9383,PA,WERNERSVILLE,1
9384,PA,WESCOSVILLE,3
9385,PA,WEST CHESTER,361
9386,PA,WEST CONSHOHOCKEN,67
9387,PA,WEST GROVE,4
9388,PA,WEST LAWN,4
9389,PA,WEST MIDDLESEX,3
9390,PA,WEST MIFFLIN,1
9391,PA,WEST NORRITON,2
9392,PA,WEST PITTS BURG,1
9393,PA,WEST PITTSTON,1
9394,PA,WEST POINT,22
9395,PA,WEST READING,163
9396,PA,WEST WYOMING,1
9397,PA,WESTCHESTER,10
9398,PA,WEXFORD,114
9399,PA,WHITE HALL,2
9400,PA,WHITE OAK,2
9401,PA,WHITEHALL,35
9402,PA,WILKES BARRE,16
9403,PA,WILKES-BARRE,41
9404,PA,WILKINSBURG,3
9405,PA,WILLIAMSPORT,36
9406,PA,WILLIAMSTOWN,1
9407,PA,WILLOW GROVE,114
9408,PA,WILMERDING,6
9409,PA,WIND GAP,2
9410,PA,WINDBER,7
9411,PA,WINFIELD,3
9412,PA,WOODLYN,2
9413,PA,WOOLRICH,1
9414,PA,WORCESTER,6
9415,PA,WORMLEYSBURG,14
9416,PA,WYNCOTE,5
9417,PA,WYNDMOOR,6
9418,PA,WYNNEWOOD,147
9419,PA,WYOMING,2
9420,PA,WYOMISSING,25
9421,PA,YARDLEY,55
9422,PA,YARLEY,1
9423,PA,YEADON,2
9424,PA,YORK,382
9425,PA,ZELIENOPLE,10
9426,PR,AGUADILLA,3
9427,PR,ARECIBO,7
9428,PR,BAYAMON,37
9429,PR,CAGUAS,12
9430,PR,CANOVANAS,1
9431,PR,CAROLINA,23
9432,PR,CASUAS,1
9433,PR,CATANO,4
9434,PR,CAYEY,4
9435,PR,CIDRA,5
9436,PR,COAMO,1
9437,PR,COTO LAUREL,1
9438,PR,DORADO,7
9439,PR,FAJARDO,32
9440,PR,GUANICA,1
9441,PR,GUAYNABO,82
9442,PR,GUAYNOBO,1
9443,PR,GURABO,21
9444,PR,HATO REY,7
9445,PR,HUMACAO,14
9446,PR,HUMACO,2
9447,PR,JUANA DIAZ,1
9448,PR,JUNCOS,7
9449,PR,LAS PIEDRAS,1
9450,PR,LUQUILLO,2
9451,PR,MAYAGUEZ,32
9452,PR,MAYAGÜEZ,20
9453,PR,MERCEDITA,1
9454,PR,MOCA,1
9455,PR,OLD SAN JUAN PUERTO RICO,3
9456,PR,PONCE,21
9457,PR,RIO PIEDRAS,1
9458,PR,SAN GERMAN,1
9459,PR,SAN JUAN,847
9460,PR,SANTURCE,6
9461,PR,"SANTURCE, SAN JUAN",1
9462,PR,TOA BAJA,15
9463,PR,TRUJILLO ALTO,1
9464,PR,VEGA ALTA,4
9465,PR,VEGA BAJA,2
9466,PR,YABUCOA,9
9467,PW,BERWYN,1
9468,PW,KING OF PRUSSIA,1
9469,RI,ASHAWAY,1
9470,RI,BARRINGTON,2
9471,RI,BRISTOL,32
9472,RI,CENTRAL FALLS,2
9473,RI,COLUMBIA,1
9474,RI,COVENTRY,14
9475,RI,CRANSTON,260
9476,RI,CRASTON,1
9477,RI,CUMBERLAND,48
9478,RI,EAST GREENWICH,23
9479,RI,EAST PROVIDENCE,26
9480,RI,EXETER,2
9481,RI,GLENDALE,1
9482,RI,GREENVILLE,3
9483,RI,HOPE VALLEY,1
9484,RI,JAMESTOWN,6
9485,RI,JOHNSTON,217
9486,RI,KINGSTON,117
9487,RI,KINGTON,1
9488,RI,LINCOLN,77
9489,RI,MIDDLETOWN,13
9490,RI,NARRAGANSETT,2
9491,RI,NEWPORT,46
9492,RI,NORTH KINGSTON,3
9493,RI,NORTH KINGSTOWN,34
9494,RI,NORTH PROVIDENCE,111
9495,RI,NORTH SMITHFIELD,8
9496,RI,PASCOAG,4
9497,RI,PAWTUCKET,133
9498,RI,PORTSMOUTH,4
9499,RI,PROVIDENCE,1406
9500,RI,RIVERSIDE,1
9501,RI,RUMFORD,1
9502,RI,SMITHFIELD,203
9503,RI,WAKEFIELD,6
9504,RI,WARREN,4
9505,RI,WARRICK,1
9506,RI,WARWICK,129
9507,RI,WATCH HILL,2
9508,RI,WEST KINGSTON,40
9509,RI,WEST WARWICK,5
9510,RI,WESTERLY,10
9511,RI,WOONSOCKET,1198
9512,RI,WYOMING,3
9513,SC,AIKEN,24
9514,SC,ALLENDALE,9
9515,SC,ANDERSON,99
9516,SC,AUGUSTA,1
9517,SC,BARNWELL,18
9518,SC,BEAUFORT,4
9519,SC,BEECH ISLAND,2
9520,SC,BENNETTSVILLE,43
9521,SC,BETHUNE,1
9522,SC,BISHOPVILLE,2
9523,SC,BLACKVILLE,17
9524,SC,BLUFFTON,13
9525,SC,BLYTHEWOOD,23
9526,SC,BOYNTON BEACH,3
9527,SC,CALHOUN FALLS,2
9528,SC,CAMDEN,12
9529,SC,CAMPOBELLO,1
9530,SC,CATAWBA,1
9531,SC,CAYCE,9
9532,SC,CAYCE-WEST COLUMBIA,2
9533,SC,CENTRAL,7
9534,SC,CHAPIN,23
9535,SC,CHARLESTON,628
9536,SC,CHERAW,11
9537,SC,CHESTER,9
9538,SC,CHESTERFIELD,13
9539,SC,CLEMSON,303
9540,SC,CLINTON,7
9541,SC,CLOVER,5
9542,SC,COLUMBIA,1259
9543,SC,"COLUMBIA,",1
9544,SC,COLUNBIA,1
9545,SC,CONWAY,75
9546,SC,COPE,29
9547,SC,COWPENS,2
9548,SC,DALZELL,1
9549,SC,DARLINGTON,11
9550,SC,DENMARK,29
9551,SC,DILLON,3
9552,SC,DUE WEST,5
9553,SC,DUNCAN,55
9554,SC,EASLEY,114
9555,SC,ELGIN,5
9556,SC,ELLOREE,2
9557,SC,ESTILL,9
9558,SC,FAIRFAX,46
9559,SC,FLORENCE,141
9560,SC,FORT LAWN,2
9561,SC,FORT MILL,408
9562,SC,FORT MILLAS,1
9563,SC,FORT MILLS,4
9564,SC,FORTH MILLS,1
9565,SC,FOUNTAIN INN,19
9566,SC,FT. MILL,14
9567,SC,GAFFNEY,6
9568,SC,GEORGETOWN,6
9569,SC,GOOSE CREEK,9
9570,SC,GRAY COURT,19
9571,SC,GREAT FALLS,3
9572,SC,GREENVILLE,456
9573,SC,GREENWOOD,56
9574,SC,GREER,53
9575,SC,HANAHAN,1
9576,SC,HARDEEVILLE,5
9577,SC,HARLEYVILLE,1
9578,SC,HARTSVILLE,31
9579,SC,HEATH SPRINGS,1
9580,SC,HENDERSONVILLE,1
9581,SC,HILTON HEAD,2
9582,SC,HILTON HEAD ISLAND,36
9583,SC,HILTON HEAD ISLE,1
9584,SC,HODGES,7
9585,SC,HOLLY HILL,9
9586,SC,HOLY HILL,2
9587,SC,HUGER,12
9588,SC,INDIAN LAND,44
9589,SC,INMAN,1
9590,SC,IRMO,6
9591,SC,JAMESTOWN,8
9592,SC,JOHNS ISLAND,4
9593,SC,JOHNSONVILLE,7
9594,SC,JOHNSTON,1
9595,SC,KEARNEY,1
9596,SC,KERNERSVILLE,1
9597,SC,KIAWAH ISLAND,1
9598,SC,KINGSTREE,4
9599,SC,LADSON,9
9600,SC,LAKE CITY,60
9601,SC,LAKE WYLIE,2
9602,SC,LANCASTER,13
9603,SC,LAURENS,20
9604,SC,LEESVILLE,1
9605,SC,LEXINGTON,47
9606,SC,LIBERTY,6
9607,SC,LITTLE RIVER,9
9608,SC,LUGOFF,1
9609,SC,LYMAN,2
9610,SC,MANNING,7
9611,SC,MARION,33
9612,SC,MAULDIN,2
9613,SC,MCBEE,12
9614,SC,MOUNT PLEASANT,13
9615,SC,MT PLEASANT,1
9616,SC,MT. PLEASANT,8
9617,SC,MT.PLEASANT,1
9618,SC,MULLINS,11
9619,SC,MYRTLE BEACH,53
9620,SC,N. CHARLESTON,1
9621,SC,NEWBERRY,4
9622,SC,NICHOLS,1
9623,SC,NINETY SIX,2
9624,SC,NORTH AUGUSTA,19
9625,SC,NORTH CHARLESTON,44
9626,SC,NORTH MYRTLE BEACH,2
9627,SC,ORANGBURG,1
9628,SC,ORANGEBURG,159
9629,SC,PAWLEY'S ISLAND,2
9630,SC,PAWLEY'S ISLAND',1
9631,SC,PAWLEYS ISLAND,1
9632,SC,PELION,2
9633,SC,PICKENS,1
9634,SC,PIEDMONT,38
9635,SC,PINOPOLIS,2
9636,SC,PROVIDENCE,1
9637,SC,RAINS,2
9638,SC,RICHBURG,9
9639,SC,RIDGELAND,8
9640,SC,RIDGEWAY,9
9641,SC,ROCK HILL,162
9642,SC,"ROCK HILL, SOUTH CAROLINA 2973",1
9643,SC,ROCKHILL,2
9644,SC,ROEBUCK,8
9645,SC,SANTEE,1
9646,SC,SC,1
9647,SC,SCENECA,2
9648,SC,SENECA,27
9649,SC,SIMPSONVILLE,14
9650,SC,SOUTH DILLION,1
9651,SC,SOUTH DILLON,2
9652,SC,SPARTANBURG,239
9653,SC,SPARTANGURG,1
9654,SC,SPARTNABURG,1
9655,SC,SPRINGFIELD,1
9656,SC,ST. GEORGE,1
9657,SC,ST. MATTHEWS,6
9658,SC,ST. STEPHEN,3
9659,SC,STATESVILLE,2
9660,SC,SUMMERTON,13
9661,SC,SUMMERVILLE,26
9662,SC,SUMTER,50
9663,SC,SWANSEA,1
9664,SC,TAYLORS,10
9665,SC,TEGA CAY,4
9666,SC,TIGERVILLE,3
9667,SC,TIMMONSVILLE,2
9668,SC,TRAVELERS REST,5
9669,SC,TURBEVILLE,1
9670,SC,UNION,15
9671,SC,VARNVILLE,2
9672,SC,WALTERBORO,53
9673,SC,WATERLOO,1
9674,SC,WELLFORD,1
9675,SC,WEST COLUMBIA,59
9676,SC,WEST UNION,1
9677,SC,WILLIAMSTON,2
9678,SC,WILLISTON,7
9679,SC,WINNSBORO,15
9680,SC,WLLFORD,1
9681,SC,WOODRUFF,1
9682,SC,YEMASSEE,1
9683,SC,YORK,5
9684,SD,ABERDEEN,43
9685,SD,AGAR,1
9686,SD,BROOKINGS,187
9687,SD,CANTON,2
9688,SD,DAKOTA DUNES,5
9689,SD,ELK POINT,1
9690,SD,ELKTON,1
9691,SD,FRANLKIN,1
9692,SD,GARY,1
9693,SD,GETTSYBURG,2
9694,SD,GETTYSBURG,1
9695,SD,HERMOSA,2
9696,SD,HITCHCOCK,1
9697,SD,HOT SPRINGS,2
9698,SD,HOWARD,1
9699,SD,HURON,2
9700,SD,LEAD,2
9701,SD,MADISON,17
9702,SD,MARTIN,1
9703,SD,MILBANK,13
9704,SD,MINOT,1
9705,SD,MISSION,15
9706,SD,MITCHELL,3
9707,SD,NORTH SIOUX CITY,1
9708,SD,OLIVET,1
9709,SD,PHILIP,6
9710,SD,PIERRE,110
9711,SD,RAPID CITY,59
9712,SD,RIDGEVIEW,1
9713,SD,SAINT FRANCIS,1
9714,SD,SIOUX FALLS,439
9715,SD,SOUIX FALLS,1
9716,SD,SPEARFISH,15
9717,SD,SPENCER,2
9718,SD,ST. FRANCIS,3
9719,SD,TEA,4
9720,SD,VEBLEN,8
9721,SD,VERMILLION,69
9722,SD,VIBORG,1
9723,SD,WAGNER,2
9724,SD,WANBLEE,2
9725,SD,WATERTOWN,26
9726,SD,WINNER,1
9727,SD,YANKTON,9
9728,TN,ALCOA,2
9729,TN,ANTIOCH,8
9730,TN,ARLINGTON,10
9731,TN,ARRINGTON,2
9732,TN,ASHLAND CITY,5
9733,TN,ATHENS,11
9734,TN,ATOKA,1
9735,TN,BARLETT,4
9736,TN,BARTLETT,577
9737,TN,BELLS,3
9738,TN,BETHPAGE,1
9739,TN,BOLIVAR,4
9740,TN,BRENTWOOD,591
9741,TN,BRISTOL,66
9742,TN,BROWNSVILLE,3
9743,TN,CAMDEN,1
9744,TN,"CARYVILLE,",1
9745,TN,CASTALIAN SPRING,1
9746,TN,CELINA,4
9747,TN,CENTERVILLE,3
9748,TN,CHARLESTON,2
9749,TN,CHATTANOOGA,491
9750,TN,CLARKSVILL,1
9751,TN,CLARKSVILLE,74
9752,TN,CLEVELAND,52
9753,TN,CLINTON,40
9754,TN,COLLEGEDALE,7
9755,TN,COLLIERVILEE,1
9756,TN,COLLIERVILLE,651
9757,TN,COLLIIERVILLE,1
9758,TN,COLUMBIA,44
9759,TN,COOKEVILLE,58
9760,TN,COPPERHILL,1
9761,TN,CORDOVA,17
9762,TN,COVINGTON,3
9763,TN,CRESTVIEW HILLS,2
9764,TN,CROSSVILLE,13
9765,TN,DALLAS,2
9766,TN,DANDRIDGE,2
9767,TN,DAYTON,3
9768,TN,DICKSON,21
9769,TN,DRESDEN,4
9770,TN,DYERSBURG,18
9771,TN,EADS,4
9772,TN,EAST RIDGE,6
9773,TN,ETOWAH,2
9774,TN,FAIRFIELD GLADE,1
9775,TN,FAIRVIEW,4
9776,TN,FAYETTEVILLE,3
9777,TN,FOREST,8
9778,TN,FRANKIN,1
9779,TN,FRANKLIN,544
9780,TN,FRANLKIN,1
9781,TN,FRISCO,1
9782,TN,GALLATIN,20
9783,TN,GATLINBURG,1
9784,TN,GERMANTOWN,70
9785,TN,GODDLETTSVILLE,1
9786,TN,GOODLETTSVILLE,21
9787,TN,GORDONSVILLE,5
9788,TN,GRAY,4
9789,TN,GREENEVILLE,5
9790,TN,GREENVILLE,5
9791,TN,HARRIMAN,2
9792,TN,HARROGATE,15
9793,TN,HENDERSONVILLE,45
9794,TN,HERMITAGE,7
9795,TN,HIXSON,3
9796,TN,HOHENWALD,2
9797,TN,HOUSTON,4
9798,TN,HUMBOLDT,2
9799,TN,IRVING,1
9800,TN,JACKSBORO,2
9801,TN,JACKSON,53
9802,TN,JACKSON CITY,1
9803,TN,JACKSONVILLE,1
9804,TN,JASPER,1
9805,TN,JEFFERSON CITY,7
9806,TN,JELLICO,1
9807,TN,JOHNSON CITY,184
9808,TN,KINGSPORT,274
9809,TN,KNOXVILLE,784
9810,TN,KODAK,6
9811,TN,LA VERGNE,34
9812,TN,LAFAYETTE,1
9813,TN,LAFOLLETTE,8
9814,TN,LAKELAND,2
9815,TN,LASCASSAS,2
9816,TN,LAVERGNE,14
9817,TN,LAWRENCEBURG,5
9818,TN,LEBANON,16
9819,TN,LENOIR CITY,2
9820,TN,LEWISBURG,1
9821,TN,LEXINGTON,6
9822,TN,LORETTO,1
9823,TN,LOUDON,2
9824,TN,LYLES,1
9825,TN,MADISON,3
9826,TN,MADISONVILLE,1
9827,TN,MANCHESTER,26
9828,TN,MARTIN,28
9829,TN,MARYVILLE,9
9830,TN,MASCOT,4
9831,TN,MAYNARDVILLE,1
9832,TN,MCDONALD,1
9833,TN,MCKENZIE,5
9834,TN,MEMHIS,1
9835,TN,MEMPHIS,4645
9836,TN,MEMPHYS,1
9837,TN,MILAN,2
9838,TN,MILLIGAN COLLEGE,2
9839,TN,MILLINGTON,1
9840,TN,MINOR HILL,1
9841,TN,MORRISON,5
9842,TN,MORRISTOWN,37
9843,TN,MORRISTWON,1
9844,TN,MOSCOW,1
9845,TN,MOUNT JULIET,3
9846,TN,MOUNTAIN HOME,11
9847,TN,MT. PLEASANT,1
9848,TN,MURFREESBORO,102
9849,TN,NAHSVILLE,1
9850,TN,NASHILLE,1
9851,TN,NASHVILLE,8476
9852,TN,NASHVLLE,1
9853,TN,NOLENSVILLE,2
9854,TN,OAK RIDGE,1059
9855,TN,OLD HICKORY,6
9856,TN,OOLTEWAH,12
9857,TN,PARIS,6
9858,TN,PIGEON FORGE,5
9859,TN,PINEY FLATS,6
9860,TN,PORTLAND,10
9861,TN,POWELL,1
9862,TN,PULASKI,39
9863,TN,RICHARDSON,1
9864,TN,ROCKFORD,3
9865,TN,ROGERSVILLE,2
9866,TN,SAN ANTONIO,1
9867,TN,SAVANNAH,3
9868,TN,SELMER,2
9869,TN,SEVIERVILLE,6
9870,TN,SEWANEE,21
9871,TN,SEYMOUR,4
9872,TN,SHELBYVILLE,3
9873,TN,SMITHVILLE,3
9874,TN,SMYRNA,24
9875,TN,SOUTH PITTSBURG,1
9876,TN,SPARTA,1
9877,TN,SPRING HILL,2
9878,TN,SPRINGFIELD,19
9879,TN,STRAWBERRY PLAINS,7
9880,TN,SURGOINSVILLE,1
9881,TN,SWEETWATER,10
9882,TN,TELFORD,1
9883,TN,TULLAHOMA,48
9884,TN,UNION CITY,2
9885,TN,VONORE,13
9886,TN,WHITE BLUFF,1
9887,TN,WINCHESTER,8
9888,TN,WOODBURY,1
9889,TX,", DALLAS",1
9890,TX,41,1
9891,TX,78572,4
9892,TX,ABILENE,78
9893,TX,ABILIENE,2
9894,TX,ABILINE,1
9895,TX,ADDISION,3
9896,TX,ADDISON,3291
9897,TX,ADISSON,3
9898,TX,ALEDO,4
9899,TX,ALEN,4
9900,TX,ALICE,21
9901,TX,ALLEN,1704
9902,TX,ALPHARETTA,1
9903,TX,ALPINE,7
9904,TX,ALTO,2
9905,TX,ALVARADO,28
9906,TX,ALVIN,22
9907,TX,AMARILLA,1
9908,TX,AMARILLO,93
9909,TX,ANAHUAC,3
9910,TX,ANDREWS,6
9911,TX,ANGLETON,40
9912,TX,ANNA,12
9913,TX,ANSON,2
9914,TX,ARANSAS PASS,1
9915,TX,ARCHER CITY,1
9916,TX,ARGYLE,3
9917,TX,ARLINGTON,1141
9918,TX,ASPERMONT,1
9919,TX,ASTIN,1
9920,TX,ATHENS,33
9921,TX,ATLANTA,1
9922,TX,AUBREY,12
9923,TX,AUSIN,1
9924,TX,AUSTIN,12012
9925,TX,AUSTING,1
9926,TX,AUTHIN,1
9927,TX,AZLE,12
9928,TX,BAKERSFIELD,1
9929,TX,BALCH SPRINGS,1
9930,TX,BALLINGER,1
9931,TX,BANDERA,5
9932,TX,BANGS,2
9933,TX,BARTONVILLE,2
9934,TX,BASTROP,24
9935,TX,BAY CITY,6
9936,TX,BAYTOWN,192
9937,TX,BEAMOUNT,1
9938,TX,BEASLEY,10
9939,TX,BEAUMONT,271
9940,TX,BEDFORD,450
9941,TX,BEE CAVE,3
9942,TX,BEEVILLE,9
9943,TX,BELLAIRE,358
9944,TX,BELLARIE,1
9945,TX,BELLVILLE,3
9946,TX,BELTON,10
9947,TX,BEUMONT,1
9948,TX,BIG LAKE,1
9949,TX,BIG SPRING,6
9950,TX,BLANCO,2
9951,TX,BLUFF DALE,1
9952,TX,BOERNE,65
9953,TX,BONHAM,8
9954,TX,BOOKER,2
9955,TX,BORGER,36
9956,TX,BRACKETVILLE,1
9957,TX,BRADY,7
9958,TX,BRASHEAR,1
9959,TX,BRECKENRIDGE,2
9960,TX,BRENHAM,22
9961,TX,BRIDGE CITY,1
9962,TX,BRIDGEPORT,9
9963,TX,BROOKSHIRE,77
9964,TX,BROWNFIELD,3
9965,TX,BROWNSVILLE,188
9966,TX,BROWNWOOD,6
9967,TX,BRYAN,126
9968,TX,BRYAN COLLEGE STATION,1
9969,TX,BUDA,11
9970,TX,BULVERDE,1
9971,TX,BURLESON,21
9972,TX,BURNET,2
9973,TX,BURTON,6
9974,TX,CALDWELL,4
9975,TX,CAMERON,4
9976,TX,CAMP HILL,2
9977,TX,CANUTILLO,1
9978,TX,CANYON,51
9979,TX,CARLSBAD,2
9980,TX,CAROLLTON,1
9981,TX,CARRIZO SPRINGS,8
9982,TX,CARROLLTON,1803
9983,TX,"CARROLLTON,",20
9984,TX,CARROLTON,11
9985,TX,CARROLTTON,1
9986,TX,CARTHAGE,2
9987,TX,CASTROVILLE,3
9988,TX,CEDAR HILL,3
9989,TX,CEDAR PARK,641
9990,TX,CENTER,16
9991,TX,CENTER POINT,1
9992,TX,CENTERVILLE,2
9993,TX,CHANNEL VIEW,1
9994,TX,CHANNELVIEW,36
9995,TX,CHILDRESS,1
9996,TX,CHINA SPRING,2
9997,TX,CHORPUS CHRISTI,1
9998,TX,CHRISTOVAL,1
9999,TX,CISCO,3
10000,TX,CITY OF WINDCREST (SAN ANTONIO),1
10001,TX,CITY OF WINDCREST SAN ANTONIO,1
10002,TX,CITY OF WINDCREST/SAN ANTONIO,1
10003,TX,CLARENDON,1
10004,TX,CLAYMONT,1
10005,TX,CLEBURNE,9
10006,TX,CLEVELAND,18
10007,TX,CLINT,1
10008,TX,CLUTE,2
10009,TX,COLDSPRING,2
10010,TX,COLEMAN,3
